DTC 	DTC Text
P318700 	Cyl.15-Fuel Inj.Circ. Open circuit
P318800 	Cyl.16-Fuel Inj.Circ. Short-circuit to ground
P318900 	Cyl.16-Fuel Inj.Circ. Short circuit to B+
P319000 	Cyl.16-Fuel Inj.Circ. Open circuit
P319100 	Intake Manifold Runner Control (IMRC) Basic setting aborted with mechanical impact open
P319200 	Intake Manifold Runner Control (IMRC) Basic setting aborted with mechanical impact open
P319300 	Intake Manifold Runner Control (IMRC) open impact outside valid range
P319400 	Mass Air Flow (MAF) Sensor 3 -G456 Signal too low
P319500 	Mass Air Flow (MAF) Sensor 3 -G456 Signal too high
P319600 	Mass Air Flow (MAF) Sensor 4 -G457 Signal too low
P319700 	Mass Air Flow (MAF) Sensor 4 -G457 Signal too high
P319800 	Intake manifold Runner Control (IMRC) Implausible signal
P319900 	Activation Intake Manifold Runner Bank 2 Control Implausible signal
P319A00 	Air mass meter 3/4 Correlation
P319B00 	Mass Air Flow (MAF) Sensor 3 -G456 Implausible signal
P319C00 	Mass Air Flow (MAF) Sensor 4 -G457 Implausible signal
P319D00 	Activation Intake Manifold Runner Bank 2 Control Short circuit to B+
P319E00 	Activation Intake Manifold Runner Bank 2 Control Open circuit/short circuit to ground
P320000 	Exhaust-bank3 -sensor1, heating circuit Short-circuit to ground
P320100 	Exhaust-bank3 -sensor1, heating circuit Short circuit to B+
P320200 	Exhaust-bank3 -sensor1, heating circuit Open circuit
P320300 	Exhaust-bank3 -sensor1, heating circuit Malfunction
P320400 	Emissions-bank3-sensor1 Internal resistance too Large
P320500 	Emissions-bank3-sensor1 Low Voltage
P320600 	Emissions-bank3-sensor1 High Voltage
P320700 	Emissions-bank3-sensor1 electrical malfunction in circuit
P320800 	Emissions-bank3-sensor1 No Activity Detected
P320900 	Emissions-bank3-sensor1 Slow Response
P321000 	Exhaust-bank3 -sensor1, heating circuit Performance too low
P321100 	Exhaust-bank1-sensor1 Heater back-coupling
P321200 	Exhaust-bank2-sensor1 Heater back-coupling
P321300 	Emissions-bank3-sensor1 Heater back-coupling
P321400 	Emissions-bank4-sensor1 Heater back-coupling
P321500 	Emissions-bank3-sensor2,heater circuit Short-circuit to ground
P321600 	Emissions-bank3-sensor2,heater circuit Short circuit to B+
P321700 	Emissions-bank3-sensor2,heater circuit Open circuit
P321800 	Emissions-bank3-sensor2,heater circuit Malfunction
P321900 	Emissions-bank3-sensor2 Internal resistance too Large
P322000 	Emissions-bank3-sensor2 Low Voltage
P322100 	Emissions-bank3-sensor2 High Voltage
P322200 	Emissions-bank3-sensor2 electrical malfunction in circuit
P322300 	Emissions-bank3-sensor2 No Activity Detected
P322400 	Emissions-bank3-sensor2 Slow Response
P322500 	Exhaust-bank3,oxygen sensor correction behind cat Control limit reached
P322600 	Exhaust-bank4,oxygen sensor correction behind cat Control limit reached
P322700 	Exhaust-Bank1,Sensor1,Individual Cylinder Control Sensor dynamic to low
P322800 	Exhaust-bank1,sensor1,oxygen sensor signal implausible lean
P322900 	Exhaust-bank1,sensor1,oxygen sensor signal Implausible rich
P323000 	Exhaust-bank4 -sensor1, heating circuit Short-circuit to ground
P323100 	Exhaust-bank4 -sensor1, heating circuit Short circuit to B+
P323200 	Exhaust-bank4 -sensor1, heating circuit Open circuit
P323300 	Exhaust-bank4 -sensor1, heating circuit Malfunction
P323400 	Emissions-bank4-sensor1 Internal resistance too Large
P323500 	Emissions-bank4-sensor1 Low Voltage
P323600 	Emissions-bank4-sensor1 High Voltage
P323700 	Emissions-bank4-sensor1 electrical malfunction in circuit
P323800 	Emissions-bank4-sensor1 No Activity Detected
P323900 	Emissions-bank4-sensor1 Slow Response
P324000 	Exhaust-bank4 -sensor1, heating circuit Performance too low
P324100 	Intake Manifold Runner Control (IMRC) Temperature too high
P324200 	Intake Manifold Runner Bank 2 Temperature too high
P324300 	Idle Speed Contr.Throttle Pos. Electrical malfunction
P324400 	Idle Speed Control Throttle Position 2 Electrical malfunction
P324500 	Emissions-bank4-sensor2,heater circuit Short-circuit to ground
P324600 	Emissions-bank4-sensor2,heater circuit Short circuit to B+
P324700 	Emissions-bank4-sensor2,heater circuit Open circuit
P324800 	Emissions-bank4-sensor2,heater circuit Malfunction
P324900 	Emissions-bank4-sensor2 Internal resistance too Large
P325000 	Emissions-bank4-sensor2 Low Voltage
P325100 	Emissions-bank4-sensor2 High Voltage
P325200 	Emissions-bank4-sensor2 electrical malfunction in circuit
P325300 	Emissions-bank4-sensor2 No Activity Detected
P325400 	Emissions-bank4-sensor2 Slow Response
P325500 	Bank 1, O2 sensor before cat. conv., heater circuit Regulation at upper impact
P325600 	Bank 1, O2 sensor before cat. conv., heater circuit Regulation at lower impact
P325700 	Bank 2, O2 sensor before cat. conv., heater circuit Regulation at upper impact
P325800 	Bank 2, O2 sensor before cat. conv., heater circuit Regulation at lower impact
P325900 	Auxiliary fuel pump for engine start Malfunction
P326000 	Exhaust bank 1/2 oxygen sensors before catalytic converter swapped
P326100 	Exhaust bank 3/4 oxygen sensors before catalytic converter swapped
P326200 	Exhaust bank 1/2 oxygen sensors behind catalytic converter swapped
P326300 	Exhaust bank 3/4 oxygen sensors behind catalytic converter swapped
P326400 	Pre-catalytic converter, emissions bank 3 Efficiency below threshold
P326500 	Pre-catalytic converter, exhaust bank 4 Efficiency below threshold
P326600 	Bank 1, sensor 1 Internal resistance too Large
P326700 	Bank 2, sensor 1 Internal resistance too Large
P326800 	Linear Lambda probe, exhaust gas bank 2 / pump current Open circuit
P326900 	Linear Lambda probe, exhaust gas bank 2 / pump current Short-circuit to ground
P327000 	Linear Lambda probe, exhaust gas bank 2 / pump current Short circuit to B+
P327100 	Linear Lambda probe, exhaust gas bank 2 / reference voltage Open circuit
P327200 	Linear Lambda probe, exhaust gas bank 2 / reference voltage Short-circuit to ground
P327300 	Linear Lambda probe, exhaust gas bank 2 / reference voltage Short circuit to B+
P327400 	Linear Lambda probe, exhaust gas bank 2 / reference voltage Implausible
P327500 	Linear Lambda probe, exhaust bank 2 / common Ground (GND) wire Open circuit
P327600 	Linear Lambda probe, exhaust bank 2 / common Ground (GND) wire Short-circuit to ground
P327700 	Linear Lambda probe, exhaust bank 2 / common Ground (GND) wire Short circuit to B+
P327800 	Linear Lambda probe, exhaust gas bank 3 / pump current Open circuit
P327900 	Linear Lambda probe, exhaust gas bank 3 / pump current Short-circuit to ground
P328000 	Linear Lambda probe, exhaust gas bank 3 / pump current Short circuit to B+
P328100 	Linear Lambda probe, exhaust gas bank 3 / reference voltage Open circuit
P328200 	Linear Lambda probe, exhaust gas bank 3 / reference voltage Short-circuit to ground
P328300 	Linear Lambda probe, exhaust gas bank 3 / reference voltage Short circuit to B+
P328400 	Linear Lambda probe, exhaust gas bank 3 / reference voltage Implausible
P328500 	Linear Lambda probe, exhaust bank 3 / common Ground (GND) wire Open circuit
P328600 	Linear Lambda probe, exhaust bank 3 / common Ground (GND) wire Short-circuit to ground
P328700 	Linear Lambda probe, exhaust bank 3 / common Ground (GND) wire Short circuit to B+
P328800 	Linear Lambda probe, exhaust gas bank 4 / pump current Open circuit
P328900 	Linear Lambda probe, exhaust gas bank 4 / pump current Short-circuit to ground
P329000 	Linear Lambda probe, exhaust gas bank 4 / pump current Short circuit to B+
P329100 	Linear Lambda probe, exhaust gas bank 4 / reference voltage Open circuit
P329200 	Linear Lambda probe, exhaust gas bank 4 / reference voltage Short-circuit to ground
P329300 	Linear Lambda probe, exhaust gas bank 4 / reference voltage Short circuit to B+
P329400 	Linear Lambda probe, exhaust gas bank 4 / reference voltage Implausible
P329500 	Linear Lambda probe, exhaust bank 4 / common Ground (GND) wire Open circuit
P329600 	Linear Lambda probe, exhaust bank 4 / common Ground (GND) wire Short-circuit to ground
P329700 	Linear Lambda probe, exhaust bank 4 / common Ground (GND) wire Short circuit to B+
P329800 	Catalytic converter system, exhaust-bank 3 Efficiency below threshold
P329900 	Catalytic converter system, exhaust-bank 4 Efficiency below threshold
P330000 	Bank1, Camshaft Position (CMP) Sensor, exhaust =>-G300 Short-circuit to ground
P330100 	Bank1, Camshaft Position (CMP) Sensor, exhaust =>-G300 Open circuit/short circuit to B+
P330200 	Bank2, Camshaft Position (CMP), exhaust =>Sensor -G301- Short-circuit to ground
P330300 	Bank2, Camshaft Position (CMP), exhaust =>Sensor -G301- Open circuit/short circuit to B+
P330400 	Bank1,exhaust-Camshaft Position (CMP) Sensor-G300/-G28 Incorrect allocation
P330500 	Bank2, exhaust - Camshaft Position (CMP) Sensor-G301- / -G28- Incorrect allocation
P330600 	Ignition control cylinder 13 Short-circuit to ground
P330700 	Ignition control cylinder 13 Short circuit to B+
P330800 	Ignition control cylinder 13 Open circuit
P330900 	Ignition control cylinder 14 Short-circuit to ground
P331000 	Ignition control cylinder 14 Short circuit to B+
P331100 	Ignition control cylinder 14 Open circuit
P331200 	Ignition control cylinder 15 Short-circuit to ground
P331300 	Ignition control cylinder 15 Short circuit to B+
P331400 	Ignition control cylinder 15 Open circuit
P331500 	Ignition control cylinder 16 Short-circuit to ground
P331600 	Ignition control cylinder 16 Short circuit to B+
P331700 	Ignition control cylinder 16 Open circuit
P331800 	Glow Plug/Heater Relay 2 Circ. Short circuit to B+
P331900 	Glow Plug/Heater Relay 2 Circ. Open circuit/short circuit to ground
P332000 	Unit Injector Valve Control 2 Short circuit to B+
P332100 	Unit Injector Valve Control 2 Electrical malfunction in circuit
P332200 	Relay 2 for Power Supply (B+) Terminal 30 Implausible signal
P332300 	Voltage supply terminal 15 High Voltage
P332400 	Voltage supply terminal 15 Open circuit
P332500 	Voltage supply terminal 15 Implausible
P332600 	Change-over valve for intake manifold flap 2 Short circuit to B+
P332700 	Change-over valve for intake manifold flap 2 Open circuit/short circuit to ground
P332800 	Intake Flap Motor 2 Short circuit to B+
P332900 	Intake Flap Motor 2 Open circuit/short circuit to ground
P333000 	Intake Flap Motor 2 No signal
P333100 	Intake Flap Motor 2 Defective
P333200 	Combustion detection in deceleration mode
P333300 	Turbocharger (TC) control module 1 implausible message
P333400 	Turbocharger (TC) control module 2 implausible message
P333500 	Turbocharger (TC) control module 1 missing message
P333600 	Turbocharger (TC) control module 2 missing message
P333700 	Engine databus/engine implausible message
P333800 	Activation glow time control module 1 Electrical malfunction in circuit
P333900 	Activation glow time control module 2 Electrical malfunction in circuit
P334000 	Charge Pressure Cooler Fan Relay Short circuit to B+
P334100 	Charge Pressure Cooler Fan Relay Short-circuit to ground
P334200 	Charge Pressure Cooler Fan Relay Open circuit
P334300 	Exhaust turbocharger control module 1 Temperature too high
P334400 	Exhaust turbocharger control module 1 Voltage supply outside the permissible range
P334500 	Turbocharger 2 Control Module Temperature too high
P334600 	Turbocharger 2 Control Module Voltage supply outside the permissible range
P334700 	Glow Plug/Heater Relay Circ. Electrical malfunction
P334800 	Activation turbocharger control unit bank 1 Electrical malfunction in circuit
P334900 	Activation Turbocharger 2 Control Module Electrical malfunction in circuit
P334A00 	Charge pressure actuator position sensor Electrical malfunction
P335000 	Long Term Fuel Trim, NG Range 1 Too Lean
P335100 	Long Term Fuel Trim, NG Range 1 Too Rich
P335200 	Long Term Fuel Trim, NG Range 2 Too Lean
P335300 	Long Term Fuel Trim, NG Range 2 Too Rich
P335400 	Long Term Fuel Trim, NG Range 3 Too Lean
P335500 	Long Term Fuel Trim, NG Range 3 Too Rich
P335600 	Catalyst System,Bank1 during NG operation Efficiency below threshold
P335700 	O2 Correction during NG operation Control limit reached
P335800 	O2 Sensor Circ., exhaust gas Bank1-Sensor1 at NG operation Slow Response
P335900 	O2 Sensor Circ., exhaust gas Bank1-Sensor1 at NG operation Heater back-coupling
P335A00 	System too Lean at NG operation
P335B00 	System Too Rich at NG operation
P335C00 	Fuel tank pressure sensor high pressure Signal too high
P335D00 	Fuel tank pressure sensor high pressure Signal too low
P336000 	O2 Sensor Circ., exhaust gas Bank1-Sensor1 at NG operation No Activity Detected
P336100 	NG operation Random/Multiple Cylinder. Misfire Detected
P336200 	NG operation Cyl.1 Random/Multiple Cylinder. Misfire Detected
P336300 	NG operation Cyl.2 Random/Multiple Cylinder. Misfire Detected
P336400 	NG operation Cyl.3 Random/Multiple Cylinder. Misfire Detected
P336500 	NG operation Cyl.4 Random/Multiple Cylinder. Misfire Detected
P336600 	System pressure, NG too High
P336700 	System pressure, NG too Low
P336800 	O2 Sensor Signal Stuck Rich Bank 3 Sensor 1
P336900 	O2 Sensor Signal Stuck Rich Bank 2 Sensor 1
P336A00 	System pressure, NG Implausible signal
P336B00 	NG temperature sensor Short circuit to B+
P336C00 	NG temperature sensor Short-circuit to ground
P336D00 	NG temperature sensor Implausible signal
P336E00 	NG fuel pump relay Short circuit to B+
P336F00 	NG fuel pump relay Short-circuit to ground
P337000 	O2 Sensor Signal Stuck Rich Bank 3 Sensor 1
P337100 	O2 Sensor Signal Stuck Rich Bank 2 Sensor 1
P337200 	Intake Manifold Change-Over Valve Short circuit to B+
P337300 	Intake Manifold Change-Over Valve Open circuit/short circuit to ground
P337400 	Intake Manifold 2 Change-Over Valve Short circuit to B+
P337500 	Intake Manifold 2 Change-Over Valve Open circuit/short circuit to ground
P337600 	Intake Air Temperature Sensor 3 Signal too low
P337700 	Intake Air Temperature Sensor 3 Signal too high
P337800 	Intake Air Temperature Sensor 3 Implausible signal
P337900 	NG High Pressure Valve Open circuit
P337A00 	Voltage supply relay Short circuit to B+
P337B00 	Voltage supply relay Short-circuit to ground
P337C00 	Voltage supply relay Open circuit
P337D00 	Relay for shut-off valve for high pressure valve Short circuit to B+
P337E00 	Relay for shut-off valve for high pressure valve Short-circuit to ground
P337F00 	Relay for shut-off valve for high pressure valve Open circuit
P338000 	NG High Pressure Valve Short circuit to B+
P338100 	NG High Pressure Valve Short-circuit to ground
P338200 	Fuel Tank Pressure (FTP) Sensor -G400 Open circuit
P338300 	Fuel Tank Pressure (FTP) Sensor -G400 Short circuit to B+
P338400 	Fuel Tank Pressure (FTP) Sensor -G400 Short-circuit to ground
P338500 	Fuel Rail Sensor Open circuit
P338600 	Fuel Rail Sensor Short circuit to B+
P338700 	Fuel Rail Sensor Short-circuit to ground
P338800 	Fuel Injection Valve 1 Open circuit
P338900 	Fuel Injection Valve 1 Short circuit to B+
P338A00 	Fuel Tank Pressure (FTP) Sensor -G400 Implausible signal
P338B00 	Fuel Tank Level Sensor Short circuit to B+
P338C00 	Fuel Tank Level Sensor Short-circuit to ground
P338D00 	Fuel Tank Level Sensor Implausible signal
P338E00 	Indicator light for operating mode switch-over Short circuit to B+
P338F00 	Indicator light for operating mode switch-over Short-circuit to ground
P339000 	Fuel Injection Valve 1 Short-circuit to ground
P339100 	Fuel Injection Valve 2 Open circuit
P339200 	Fuel Injection Valve 2 Short circuit to B+
P339300 	Fuel Injection Valve 2 Short-circuit to ground
P339400 	Fuel Injection Valve 3 Open circuit
P339500 	Fuel Injection Valve 3 Short circuit to B+
